run_id,ordinal,seed,campaign_id,fault_point,data_origin,execution_mode,process_pid,process_exit_code,process_started_at,checkpoint_reached_at,process_killed_at,restart_completed_at,attempts_created,lease_recoveries,observations_staged,observations_received,observations_accepted,corrupted_receipts,accepted_outcomes,duplicate_suppressions,hard_budget,budget_committed,budget_reserved,budget_consumed,budget_released,replay_equal,package_verified,objects_referenced,objects_verified,package_id,package_sha256,failure_codes,exclusions
phase7-20260813-100,1,20260814,5aa7cb86-8bb3-4506-9bd5-a768e251cb41,after_upload_before_outcome_transaction,synthetic,replay,33532,1,2026-08-13T15:20:21.062930Z,2026-08-13T15:20:24.330643Z,2026-08-13T15:20:24.330643Z,2026-08-13T15:20:27.148814Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:d830483adcf22ea942afde37b844b32b,4f37655e611cb667f50e6fa89b6c9f4978578c439a50ed0532b564e4ab81f549,"[""lease_lost""]",[]
phase7-20260813-100,2,20260815,7e46971f-d52e-4048-8764-c329f7108574,after_commit_before_acknowledgement,synthetic,replay,11664,1,2026-08-13T15:20:27.243779Z,2026-08-13T15:20:30.042971Z,2026-08-13T15:20:30.042971Z,2026-08-13T15:20:32.099312Z,2,0,1,1,1,0,1,1,3,2,2,2,0,True,True,2,1,experiment-package:741301eb11f96492aa45b7ad19ca0537,816d01347e4ff9c443ac2e79d1be3ca8849bcfc58631e5f6a57a49db937dbcd3,[],[]
phase7-20260813-100,3,20260816,8a1487ce-d860-43d1-8d54-043be3122625,after_commit_before_acknowledgement,synthetic,replay,16004,1,2026-08-13T15:20:32.201910Z,2026-08-13T15:20:34.637510Z,2026-08-13T15:20:34.637510Z,2026-08-13T15:20:36.568528Z,2,0,1,1,1,0,1,1,3,2,2,2,0,True,True,2,1,experiment-package:287c5f158f59f061d24ef6ad5334bfe0,160ba8970386a209f15ad9a40680751d2b290d943fca5c36e3f3e5d489b582ed,[],[]
phase7-20260813-100,4,20260817,2ac4cf24-29e8-4db0-a91d-0fea1100c541,after_upload_before_outcome_transaction,synthetic,replay,37184,1,2026-08-13T15:20:36.650453Z,2026-08-13T15:20:38.969277Z,2026-08-13T15:20:38.969277Z,2026-08-13T15:20:41.596572Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:2aaa3659bf595499a159546d3cc8112d,9ea2627043a44db577aaa00b56dfabd45b460c2eddddb01de7f205e0b3ecc769,"[""lease_lost""]",[]
phase7-20260813-100,5,20260818,622a6919-2afb-4128-8f66-cf7871d9dd3b,during_evidence_export,synthetic,replay,8936,1,2026-08-13T15:20:42.819768Z,2026-08-13T15:20:44.920630Z,2026-08-13T15:20:44.920630Z,2026-08-13T15:20:45.088213Z,2,0,1,1,1,0,1,1,3,2,2,2,0,True,True,2,1,experiment-package:e3992788f9e252d18c6cd188f0e15b77,42de22f9f1c15e2a036b8e7fa4f5ccd9de959c303943244828fd6dc00ca78058,[],[]
phase7-20260813-100,6,20260819,41a4fbd3-7748-4c64-8fc2-9d5e05c148a3,after_commit_before_acknowledgement,synthetic,replay,37984,1,2026-08-13T15:20:45.168902Z,2026-08-13T15:20:48.523015Z,2026-08-13T15:20:48.523015Z,2026-08-13T15:20:50.623960Z,2,0,1,1,1,0,1,1,3,2,2,2,0,True,True,2,1,experiment-package:3487e6ab7da4309bcd689d19ea719220,864eb7f6d4c7d37d7fa3f4fb3596ce6db832927036134ce87c730d6d9b1de512,[],[]
phase7-20260813-100,7,20260820,135daa99-c98d-4d55-8207-e81b7f351cda,after_lease_acquisition,synthetic,replay,38840,1,2026-08-13T15:20:50.704854Z,2026-08-13T15:20:53.036708Z,2026-08-13T15:20:53.036708Z,2026-08-13T15:20:55.387607Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:e170c9ebfd2406e392247c0085e1bc4b,5741bce124d7cc5b3c543bcb03e0c3f94cdd2e9b1cb78f7ae276b460cd680152,[],[]
phase7-20260813-100,8,20260821,cbf3a329-e6f5-4794-a66a-c15f40da536c,during_object_upload,synthetic,replay,30664,1,2026-08-13T15:20:55.458044Z,2026-08-13T15:20:58.712137Z,2026-08-13T15:20:58.712137Z,2026-08-13T15:21:01.513813Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:3555f45ee336db0a8d297a293552fea6,70dc0e7527b67df20c963c08e96c35e5d75f1a986de53af2d954de24bea25a5a,"[""lease_lost""]",[]
phase7-20260813-100,9,20260822,9ae3ef5b-65f1-4c96-9a9a-f9d7145f412b,during_object_upload,synthetic,replay,27656,1,2026-08-13T15:21:01.599055Z,2026-08-13T15:21:04.358432Z,2026-08-13T15:21:04.358432Z,2026-08-13T15:21:07.923030Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:b3cb9087918dee708cc948e7ed3eb62f,5c8f2a67d232b3f0de5e10b59402a691c06c3c67b4550a833414b5b2ac86d29b,"[""lease_lost""]",[]
phase7-20260813-100,10,20260823,23809f10-2911-4424-ac25-74dd64d39835,after_adapter_return_before_upload,synthetic,replay,31724,1,2026-08-13T15:21:08.004720Z,2026-08-13T15:21:10.791102Z,2026-08-13T15:21:10.791102Z,2026-08-13T15:21:13.988947Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:c9db3422e399c52e0990962be3c267d4,7d8bab5b38a1e33f1f2e1bc3beea83c0299d03414cbce7f9dcf86b1903170fae,"[""lease_lost""]",[]
phase7-20260813-100,11,20260824,6c0dcbcf-e8f3-484f-92fb-835a0a7021d0,during_object_upload,synthetic,replay,27284,1,2026-08-13T15:21:14.077934Z,2026-08-13T15:21:17.330052Z,2026-08-13T15:21:17.330052Z,2026-08-13T15:21:20.190137Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:d743f30607dd6a33d09b6502984889dd,64105c27d4012dd589e4c7aa5d29c34387a29a8d1958397de5507bfb9dfb86d1,"[""lease_lost""]",[]
phase7-20260813-100,12,20260825,6de3894d-bc6f-4ae7-b3a7-51c97dd02403,after_commit_before_acknowledgement,synthetic,replay,39136,1,2026-08-13T15:21:20.267545Z,2026-08-13T15:21:23.520825Z,2026-08-13T15:21:23.520825Z,2026-08-13T15:21:25.827921Z,2,0,1,1,1,0,1,1,3,2,2,2,0,True,True,2,1,experiment-package:417204090882c40e9125cac3c40976c9,a79ae7fb92151f71702c329f96b7a155b63266824f91e5a7354504f8ddbf04b2,[],[]
phase7-20260813-100,13,20260826,c2203cb6-dd54-49df-b83d-e3acc688ded5,after_adapter_return_before_upload,synthetic,replay,33548,1,2026-08-13T15:21:25.900039Z,2026-08-13T15:21:28.625881Z,2026-08-13T15:21:28.625881Z,2026-08-13T15:21:31.636465Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:871a2f7b4aab5391082d6db99f5e41e0,943ed85c8d260b03600e3dbeead631fefb66a200505a8b7fb51c968faec982db,"[""lease_lost""]",[]
phase7-20260813-100,14,20260827,47bc04ef-6a51-48b1-bbca-68ecff5f7158,after_lease_acquisition,synthetic,replay,1572,1,2026-08-13T15:21:31.703964Z,2026-08-13T15:21:34.084263Z,2026-08-13T15:21:34.084263Z,2026-08-13T15:21:37.043983Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:07af5010fa53b33796261a55c6b27296,c823fb56f379b11a4fc7b95a1baacc33491143d4df3e921d4d103efea8d9decc,[],[]
phase7-20260813-100,15,20260828,33159243-2f76-409a-aefe-c516d8c6c0d7,after_lease_acquisition,synthetic,replay,10288,1,2026-08-13T15:21:37.117763Z,2026-08-13T15:21:39.773053Z,2026-08-13T15:21:39.773053Z,2026-08-13T15:21:43.036252Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:238cc03519a77934070083471e36c0fe,11fdde7ea02116a2ef91ee010d58755820f04bcdcc2ada7dedd007659f50c610,[],[]
phase7-20260813-100,16,20260829,b22d4364-8e6a-4c06-b612-f956d3aa2e77,after_lease_acquisition,synthetic,replay,38764,1,2026-08-13T15:21:43.127796Z,2026-08-13T15:21:45.780354Z,2026-08-13T15:21:45.780354Z,2026-08-13T15:21:49.267842Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:1b5dbe52ef773347016bfb981247a2fa,5241478f239ee0b127cac9df932488a5b508e6eb29829e63190425381d550b88,[],[]
phase7-20260813-100,17,20260830,21c1f828-89e5-408c-8771-d2ff0f941d88,after_adapter_return_before_upload,synthetic,replay,39240,1,2026-08-13T15:21:49.337391Z,2026-08-13T15:21:52.590468Z,2026-08-13T15:21:52.590468Z,2026-08-13T15:21:56.119503Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:3e96faff730879951e6768f1b695e8e0,b53a3c373dcab41c627449e5bb12c48dcce01a3ee9af0547d846128a229e60fc,"[""lease_lost""]",[]
phase7-20260813-100,18,20260831,8a1bf94c-00ec-4b36-9a75-de568152b0cd,during_object_upload,synthetic,replay,31624,1,2026-08-13T15:21:56.199587Z,2026-08-13T15:21:59.687331Z,2026-08-13T15:21:59.687331Z,2026-08-13T15:22:03.741511Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:5a2a1041069b06f2717446653ff005ee,476963e6ba54a98b0fb9288a1965a9eb4247fb3a9accc796f2e8465c23fc5936,"[""lease_lost""]",[]
phase7-20260813-100,19,20260832,f3bd9b1c-d26c-4cfd-bf74-58f35b299087,after_adapter_return_before_upload,synthetic,replay,33700,1,2026-08-13T15:22:03.836085Z,2026-08-13T15:22:07.047225Z,2026-08-13T15:22:07.047225Z,2026-08-13T15:22:10.221852Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:52cbcfaa15c2be97692dc993f8476ca7,37e67716f555640677c16438511420a113cffaa8b30901a9ab46016d1705d221,"[""lease_lost""]",[]
phase7-20260813-100,20,20260833,72c5a640-a72e-4e7b-8ec0-f7807877a56a,during_object_upload,synthetic,replay,30908,1,2026-08-13T15:22:10.298951Z,2026-08-13T15:22:14.345786Z,2026-08-13T15:22:14.345786Z,2026-08-13T15:22:17.950254Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:e21aecccb14c334619ac227c3f369afc,1402ba8c5a01f9eaf91696fa570ad82865ce7b9bb5c5e3dc9208f0f8394995aa,"[""lease_lost""]",[]
phase7-20260813-100,21,20260834,2a15e30a-dd39-47a3-8ced-ede6c17e1263,during_object_upload,synthetic,replay,38248,1,2026-08-13T15:22:18.045842Z,2026-08-13T15:22:21.136951Z,2026-08-13T15:22:21.136951Z,2026-08-13T15:22:25.095602Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:80d99e37693e90e732afa02b43d55f30,6859ee95909706d00bd8064e7e97e3d2bfee2c04f18ad73abe1aa777d37f0434,"[""lease_lost""]",[]
phase7-20260813-100,22,20260835,cabc27fd-a974-417e-98c7-a16fa4bfa22a,after_upload_before_outcome_transaction,synthetic,replay,39284,1,2026-08-13T15:22:25.175600Z,2026-08-13T15:22:28.744095Z,2026-08-13T15:22:28.744095Z,2026-08-13T15:22:32.857951Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:51619d55b38a155c0df5192f7cd39010,2434394ba81504a2bab28e33ba50f3b755908047d39794214512c7bd66248c05,"[""lease_lost""]",[]
phase7-20260813-100,23,20260836,6f7443d7-6eef-4ff6-b011-31682267449a,during_object_upload,synthetic,replay,36732,1,2026-08-13T15:22:32.952281Z,2026-08-13T15:22:36.460816Z,2026-08-13T15:22:36.460816Z,2026-08-13T15:22:39.809881Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:d80128c270fcf4ff7134d776daf5270a,b348b527dceae88e8b1da6cb1a7c7236cbc60ce3be57fda83b22760ac15b4a0b,"[""lease_lost""]",[]
phase7-20260813-100,24,20260837,3ee666c6-07f4-484b-9c39-266020796907,after_adapter_return_before_upload,synthetic,replay,39116,1,2026-08-13T15:22:39.874003Z,2026-08-13T15:22:42.398582Z,2026-08-13T15:22:42.398582Z,2026-08-13T15:22:45.966443Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:aa232a2d36f796dbaa0f6f0f9b949138,cf1e1d677513cc4141af7ac4533f2f64c501460432940ffd00d96561916fdfe4,"[""lease_lost""]",[]
phase7-20260813-100,25,20260838,2e4a527c-df6b-48a9-aeed-259f81145504,after_lease_acquisition,synthetic,replay,21688,1,2026-08-13T15:22:46.032029Z,2026-08-13T15:22:48.463412Z,2026-08-13T15:22:48.463412Z,2026-08-13T15:22:51.996557Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:b25eded85e20ac852cd0ba7687e49a1f,a8922c503e97399010d18327f0416fdd759f30d393a637798d7e75f2256af67b,[],[]
phase7-20260813-100,26,20260839,4d60587b-1e77-4a75-a65d-f8faca41f981,after_upload_before_outcome_transaction,synthetic,replay,5116,1,2026-08-13T15:22:52.078564Z,2026-08-13T15:22:55.291244Z,2026-08-13T15:22:55.291244Z,2026-08-13T15:22:59.134057Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:16214a2357350c0743f4f7273081758b,fbcb7ca67566f3569535605d2b5afa1ba92851a1d3e9c7b50bd76d34d8efb923,"[""lease_lost""]",[]
phase7-20260813-100,27,20260840,e47fe0e5-eb40-4c46-b582-cded270a7d80,after_lease_acquisition,synthetic,replay,39048,1,2026-08-13T15:22:59.215991Z,2026-08-13T15:23:02.250206Z,2026-08-13T15:23:02.250206Z,2026-08-13T15:23:06.296046Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:55a33b80025cc5dff7c5629b73518403,60a6b3542ca81f313e83a3483605f84187afa0de3f0f557d5d4ebe16dcc3a400,[],[]
phase7-20260813-100,28,20260841,dee06c98-5df9-4d46-988b-3bedca9fab6c,during_object_upload,synthetic,replay,37448,1,2026-08-13T15:23:06.374875Z,2026-08-13T15:23:09.535684Z,2026-08-13T15:23:09.535684Z,2026-08-13T15:23:13.729870Z,3,1,1,1,1,0,1,1,3,3,3,3,0,True,True,2,1,experiment-package:49a39e9a15ca51d890090c2caf8605a3,ca3929da587bc9ea117c84444505e4a361ae5cfc9a03329d39f168db832aff16,"[""lease_lost""]",[]
phase7-20260813-100,29,20260842,558dbdec-63cb-43c3-af7b-cd0dcfb867a8,after_lease_acquisition,synthetic,replay,34592,1,2026-08-13T15:23:13.815559Z,2026-08-13T15:23:16.961750Z,2026-08-13T15:23:16.961750Z,2026-08-13T15:23:20.737567Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:57cbe840c03bf0d2d7cee1a6e0db06fb,a1e7e27b268c60731aac08b024e17ea0082b8aebb0ad5df2242cafe15d76f389,[],[]
phase7-20260813-100,30,20260843,806fe7bd-c12c-44c5-9b49-3da2372ee257,after_lease_acquisition,synthetic,replay,39796,1,2026-08-13T15:23:20.822867Z,2026-08-13T15:23:24.380442Z,2026-08-13T15:23:24.380442Z,2026-08-13T15:23:28.637334Z,2,1,1,1,1,0,1,1,3,2,3,2,1,True,True,2,1,experiment-package:03398acacc0ac77644e1ce73ed497017,efba10dedcf46f1a85d5b0719d479a7ed344f6f58196041685602d24998284ba,[],[]
